Time,SyntheticSignal
0.0,0.0
0.06711409395973154,0.20649595903008072
0.1342281879194631,0.39846142627397035
0.20134228187919462,0.5678581438872127
0.2684563758389262,0.7078510573266938
0.33557046979865773,0.8130763559591007
0.40268456375838924,0.8798378577623079
0.4697986577181208,0.9062250191190272
0.5369127516778524,0.8921494676483952
0.6040268456375839,0.8393006132733981
0.6711409395973155,0.7510244287379214
0.738255033557047,0.6321327536232021
0.8053691275167785,0.4886533296374589
0.87248322147651,0.3275331051842547
0.9395973154362416,0.15630906557422422
1.0067114093959733,-0.017238107460166508
1.0738255033557047,-0.18543189523438655
1.1409395973154361,-0.34103401679332346
1.2080536912751678,-0.47755042526085695
1.2751677852348993,-0.5894965429623006
1.342281879194631,-0.6726111769150994
1.4093959731543624,-0.7240110877857647
1.476510067114094,-0.7422810020659777
1.5436241610738255,-0.7274968278844283
1.610738255033557,-0.6811828251156132
1.6778523489932886,-0.6062063585465595
1.74496644295302,-0.5066165055011969
1.8120805369127517,-0.3874350867819789
1.8791946308724832,-0.25441055040364263
1.9463087248322148,-0.11374649129507243
2.0134228187919465,0.02818260903873834
2.0805369127516777,0.16511561146525203
2.1476510067114094,0.2911764460868903
2.214765100671141,0.4011217452231795
2.2818791946308723,0.4905541549697466
2.348993288590604,0.5560928746747494
2.4161073825503356,0.5954950742916124
2.4832214765100673,0.6077241631730326
2.5503355704697985,0.5929633226022543
2.61744966442953,0.5525751581562968
2.684563758389262,0.4890106694978779
2.751677852348993,0.4056728743663167
2.8187919463087248,0.3067422718785224
2.8859060402684564,0.19697281436061373
2.953020134228188,0.08146812133630466
3.0201342281879193,-0.03455172158722735
3.087248322147651,-0.14598229703876192
3.1543624161073827,-0.24805576596948972
3.221476510067114,-0.3365411576255808
3.2885906040268456,-0.407915797187491
3.3557046979865772,-0.4595011136153223
3.422818791946309,-0.4895578121761579
3.48993288590604,-0.4973373119980955
3.557046979865772,-0.48308835012409673
3.6241610738255035,-0.4480196498619701
3.691275167785235,-0.39422145527646424
3.7583892617449663,-0.32455046434302803
3.825503355704698,-0.2424841792334651
3.8926174496644297,-0.15195187471256735
3.959731543624161,-0.05715022084296139
4.026845637583893,0.037647943326114375
4.093959731543624,0.12828311295023334
4.1610738255033555,0.21088862799644242
4.228187919463087,0.2820525793050155
4.295302013422819,0.33895547223590805
4.3624161073825505,0.37947824957646303
4.429530201342282,0.4022767189703478
4.496644295302014,0.4068200090006152
4.563758389261745,0.3933923193601226
4.630872483221476,0.36305886059896775
4.697986577181208,0.31759842652457476
4.76510067114094,0.259406441724412
4.832214765100671,0.19137352040617772
4.899328859060403,0.11674551387467483
4.966442953020135,0.03897167788450447
5.033557046979865,-0.038452063262346174
5.100671140939597,-0.11213774866441743
5.167785234899329,-0.17895117953332443
5.23489932885906,-0.23614272122735877
5.302013422818792,-0.2814577664540576
5.369127516778524,-0.31322255143178357
5.436241610738255,-0.3304022123925088
5.503355704697986,-0.33262927030761225
5.570469798657718,-0.3202020772827426
5.6375838926174495,-0.29405408846176745
5.704697986577181,-0.25569608052969345
5.771812080536913,-0.2071345687814709
5.8389261744966445,-0.1507706329541216
5.906040268456376,-0.08928411013109555
5.973154362416107,-0.02550862375990221
6.040268456375839,0.037696824945375726
6.10738255033557,0.09757397778814371
6.174496644295302,0.15158367917514753
6.241610738255034,0.1975114866504206
6.308724832214765,0.23355623605317127
6.375838926174497,0.25839812670340656
6.442953020134228,0.2712438816259924
6.510067114093959,0.2718476084999236
6.577181208053691,0.26050708963775776
6.644295302013423,0.23803631463324842
6.7114093959731544,0.2057160901982499
6.778523489932886,0.16522547505539045
6.845637583892618,0.11855755633315566
6.9127516778523495,0.06792367783535844
6.97986577181208,0.015650628393365517
7.046979865771812,-0.03592451200552899
7.114093959731544,-0.08455719228181353
7.181208053691275,-0.128191426752776
7.248322147651007,-0.16504501380043027
7.315436241610739,-0.19368048400243268
7.38255033557047,-0.21305904263645356
7.449664429530201,-0.22257559009755729
7.516778523489933,-0.22207378480431808
7.583892617449664,-0.21184101630103067
7.651006711409396,-0.192584041277248
7.718120805369128,-0.16538686376878783
7.785234899328859,-0.13165317801698115
7.852348993288591,-0.09303630841673302
7.919463087248322,-0.05136005186376676
7.9865771812080535,-0.008534136798581652
8.053691275167786,0.033531848930464715
8.120805369127517,0.07301224411361494
8.187919463087248,0.1082431982882714
8.25503355704698,0.13779139280851646
8.322147651006711,0.16051082621614615
8.389261744966444,0.17558548841740954
8.456375838926174,0.18255642497267294
8.523489932885907,0.1813324174421657
8.590604026845638,0.172184245136734
8.657718120805368,0.15572321496303002
8.724832214765101,0.13286531815495312
8.791946308724832,0.10478296736087754
8.859060402684564,0.07284676076655888
8.926174496644295,0.038560092723063065
8.993288590604028,0.003489669549852971
9.060402684563758,-0.030804912161764716
9.12751677852349,-0.06283940991643565
9.194630872483222,-0.09126806557029843
9.261744966442953,-0.11493898688115223
9.328859060402685,-0.13293955554777367
9.395973154362416,-0.14463013348692738
9.463087248322148,-0.14966489833070415
9.53020134228188,-0.14799923484228195
9.59731543624161,-0.13988371403969704
9.664429530201343,-0.12584527948583368
9.731543624161073,-0.10665680512415975
9.798657718120806,-0.08329666843570104
9.865771812080537,-0.05690037726393469
9.93288590604027,-0.02870658333431564
10.0,-1.6573792142741816e-16
